business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,posting_hour,discount_percent,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate
Wakeup coffee,Cafes/Restaurants,18000,1776556800000,Sunday,1,post,One sip and you’re fully awake 😍 Stay cool with Wakeup Iced Coffee. 🔥,74,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-04-13/2026-04-19,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1773705600000,Tuesday,1,post,"🔥 Crispy, saucy, and impossible to resist 😍 Our chicken wings bring the flavor in every bite",99,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-03-16/2026-03-22,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1773100800000,Tuesday,1,post,When pasta meets the perfect white sauce… magic ❤️🥺 happens,65,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-03-09/2026-03-15,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1772668800000,Thursday,1,post,"Sweeten your Ramadan nights with our rich, fudgy brownies 🌙✨ The perfect treat after Iftar.",100,0,2,1.0,0,916,English,False,True,False,True,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-03-02/2026-03-08,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1772496000000,Tuesday,1,post,"Fresh, crunchy, and full of flavor 🥗 Our Fattoush Salad is the perfect start to your meal. 👌",100,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-03-02/2026-03-08,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1778198400000,Friday,1,reel,ال Cold Sandwiches بالقسم الجديد الاطفال كمان رح يحبوهم كثير 😍,64,0,1,1.0,0,516,Arabic,False,True,False,False,False,True,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.028666666700000003,0.0019379845,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1778025600000,Wednesday,1,reel,قسم ال Cold Sandwiches الجديد يستاهل تهرب من المحاضرة عشانه 😌💕,69,0,2,2.0,0,526,Arabic,False,True,False,False,False,True,0,0,0,2.0,0.00011111110000000001,0.00011111110000000001,0.0,0.029222222200000002,0.0038022814,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777852800000,Monday,1,reel,New At Wakeup Premium Cold Sandwiches 🔥 لأنه الموظف المثالي بحاجة لسندويش بارد مثالي 😌💕,101,0,4,5.0,1,831,English,False,True,False,False,False,True,0,0,0,6.0,0.0003333333,0.0002777778,5.55556e-05,0.046166666700000004,0.0072202166,2026-05-04/2026-05-10,0,1,night,medium,none,many,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777680000000,Saturday,1,reel,"Hello summer, hello energy 🌞 WakeUp Power Shakes got you covered ✌🏻",73,0,2,5.0,1,436,English,False,True,False,False,False,False,0,0,0,6.0,0.0003333333,0.0002777778,5.55556e-05,0.0242222222,0.013761467900000001,2026-04-27/2026-05-03,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777507200000,Thursday,1,reel,رجعت الجامعة.. ورجع الراكن ❤️🔥 نستناكم بويكاب 🫶☕,57,0,4,4.0,0,997,Arabic,True,False,False,False,False,True,0,0,0,4.0,0.00022222220000000002,0.00022222220000000002,0.0,0.0553888889,0.0040120361000000005,2026-04-27/2026-05-03,0,1,night,short,none,many,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777248000000,Monday,1,reel,موهيتو مانجو بنكهة ما بتتوقعها 🥭 حلوة لدرجة آه رح تصير: أكيد آه 🔥,75,0,2,3.0,0,717,Arabic,False,True,False,False,False,True,0,0,0,3.0,0.00016666670000000001,0.00016666670000000001,0.0,0.0398333333,0.0041841004,2026-04-27/2026-05-03,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1776988800000,Friday,1,reel,في ويكاب القصة أكثر من كافيه هو مكان يجمع ناس مختلفة على نفس الشعور راحة طاقة وتجربة بتنعاد كل مرة 💕☕,111,0,2,6.0,0,915,Arabic,False,False,False,False,False,True,0,0,0,6.0,0.0003333333,0.0003333333,0.0,0.0508333333,0.0065573770000000005,2026-04-20/2026-04-26,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1776643200000,Monday,1,reel,منيو ويكاب يستناكم لتحجزوا وجبتكم المفضلة على الافطار 😍 أهلا وسهلا فيكم ❤️ للتواصل والحجز: +972 59-578-6078 / 092365533,138,0,2,2.0,0,2100,Arabic,True,True,False,False,False,True,0,0,0,2.0,0.00011111110000000001,0.00011111110000000001,0.0,0.1166666667,0.0009523810000000001,2026-04-20/2026-04-26,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1776297600000,Thursday,1,reel,"Fresh noodles, bold flavors, zero regrets. 🍜 Made to satisfy every craving, one bite at a time. ✌🏻",106,0,2,4.0,0,1200,English,False,True,False,False,False,False,0,0,0,4.0,0.00022222220000000002,0.00022222220000000002,0.0,0.0666666667,0.0033333333,2026-04-13/2026-04-19,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1776038400000,Monday,1,reel,فطور ويكاب.. جاهز ليستقبلكم بأشهى الأطعمة وأمتع الأجواء 😍 احجزوا مكانكم بالإفطار بمنيو ويكاب واستمتعوا ❤️ للتواصل والحجز: +972 59-578-6078 / 092365533,174,0,2,1.0,2,981,Arabic,True,True,False,True,False,True,0,0,0,3.0,0.00016666670000000001,5.55556e-05,0.00011111110000000001,0.0545,0.0030581040000000003,2026-04-13/2026-04-19,0,1,night,long,none,few,low,medium,0,0,1
Wakeup coffee,Cafes/Restaurants,18000,1775779200000,Friday,1,reel,إفطار وتعليات 🔥 ويكاب ورمضان قصة غير ❤️ ابتداءً من يوم الأحد 22/2 ❤️ للتواصل والحجز: +972 59-578-6078 / 092365533,132,0,3,1.0,1,1200,Arabic,True,True,False,True,False,True,0,0,0,2.0,0.00011111110000000001,5.55556e-05,5.55556e-05,0.0666666667,0.0016666667,2026-04-06/2026-04-12,0,1,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1775433600000,Monday,1,reel,رمضان كريم ❤️,12,0,1,3.0,0,916,Arabic,False,False,False,True,False,True,0,0,0,3.0,0.00016666670000000001,0.00016666670000000001,0.0,0.050888888900000005,0.0032751092,2026-04-06/2026-04-12,0,1,night,short,none,few,low,medium,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1771718400000,Sunday,1,post,اكتشفوا طبق اليوم المميز 🍽️ للاطلاع على تفاصيل الطبق و للحجز والاستفسار تواصلوا معنا مباشرة 📞 02-2321255 📱 +972526573603 🌐 www.jerichoresorts.com 📍 أريحا - شارع بيسان,178,0,4,81.0,0,6125,Arabic,True,True,True,False,False,True,0,0,0,81.0,0.001109589,0.001109589,0.0,0.0839041096,0.013224489800000001,2026-02-16/2026-02-22,0,0,night,long,none,many,medium,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1771804800000,Monday,1,post,أجواء رمضانية مميزة، طعام شهي، سهرات رمضانية مناسبة للشركات وتنظيم الإفطارات واللقاءات الرمضانية راسلونا الآن لمعرفة التفاصيل والحجز 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603 🌐 www.jerichoresorts.com,226,0,4,35.0,2,5922,Arabic,True,True,True,True,False,True,0,0,0,37.0,0.0005068493,0.00047945210000000004,2.73973e-05,0.0811232877,0.0062478892000000005,2026-02-23/2026-03-01,0,0,night,long,none,many,medium,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1771977600000,Wednesday,1,post,رمضان معنا غير أرجيلة + مشروب + حلو كلها برفقة وجودك وبس 45 شيقل ترس الأندلس - إطلالة مباشرة على البركة اختار مشروبك... وخلي السهرة علينا ✨ 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603 🌐 www.jerichoresorts.com,246,0,5,32.0,1,4057,Arabic,True,True,True,True,False,True,0,0,0,33.0,0.0004520548,0.0004383562,1.3698600000000001e-05,0.0555753425,0.0081340892,2026-02-23/2026-03-01,0,0,night,long,none,many,medium,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1772064000000,Thursday,1,post,رايحين تصلوا في المسجد الأقصى... ولسه محتارين وين الإفطار؟ 🌙 خلوا أجواء رمضان تكتمل مع إقامة مريحة وعرض مميز في قرية أريحا السياحية ✨ غرفة زوجية 🍽️ إفطار + سحور 💰 600 شيقل فقط راحة الإقامة تكمل أجواء رمضان احجزوا الآن واستمتعوا بتجربة رمضانية متكاملة. 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603 🌐 www.jerichoresorts.com,372,0,8,120.0,25,50013,Arabic,True,True,True,True,True,True,0,0,0,145.0,0.0019863014,0.0016438356000000002,0.0003424658,0.6851095890000001,0.0028992462,2026-02-23/2026-03-01,0,0,night,long,none,many,medium,large,0,0,1
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1773014400000,Monday,1,post,بمناسبة العيد، جهزنا لكم مسابقة مميزة وفرصة للفوز بقضاء وقت ممتع في قرية أريحا السياحية. متى تأسست قرية أريحا السياحية؟ 1️⃣ 1994 2️⃣ 1998 3️⃣ 1999 الجائزة: 🎁 تذكرتان سباحة + وجبتان غداء من مطعم البركة. شروط المشاركة: اعمل لايك للبوست 👍 اعمل لايك لصفحاتنا على فيسبوك وإنستغرام 📲 اعمل تاغ لـ 3 أصدقاء في التعليقات 👥 شارك المنشور 🔁 سيتم اختيار الرابح عشوائياً من بين الإجابات الصحيحة. نتمنى لكم حظاً موفقاً وكل عام وأنتم بخير 🎉 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603,554,0,14,90.0,116,196763,Arabic,True,True,True,True,False,True,0,0,0,206.0,0.0028219178,0.0012328767,0.0015890411,2.6953835616,0.0010469448,2026-03-09/2026-03-15,0,0,night,long,none,many,medium,large,0,1,1
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1773878400000,Thursday,1,post,خلوا فرحة العيد تكتمل بزيارة قرية أريحا السياحية 🌴☀️ واستمتعوا بأجواء أريحا الدافئة، الجلسات الهادئة، والضيافة المميزة للعائلة والأصدقاء 🤍 بنتظركم لتقضوا أوقاتاً لا تنسى.,187,0,4,7.0,0,529,Arabic,True,True,True,True,False,True,0,0,0,7.0,9.58904e-05,9.58904e-05,0.0,0.0072465753,0.0132325142,2026-03-16/2026-03-22,0,0,night,long,none,many,low,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1774483200000,Thursday,1,post,خصوصية تامة... وراحة في كل تفصيل 💧🌿 في قرية أريحا السياحية، استمتعوا بالمسبح المنعش، الشاليهات ذات الخصوصية العالية، والغرف المريحة التي تمنحكم إقامة هادئة بعيداً عن الازدحام. ✨ مسبح بأجواء ممتعة 🏡 شاليهات بخصوصية عالية للعائلة والأصدقاء 🛏️ غرف مريحة لإقامة هادئة مكان يجمع بين الاسترخاء، الخصوصية، والأجواء الدافئة في تجربة متكاملة. للحجز والاستفسار: 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603,455,0,9,11.0,2,4107,Arabic,True,True,True,False,False,True,0,0,0,13.0,0.0001780822,0.0001506849,2.73973e-05,0.056260274000000006,0.0031653275,2026-03-23/2026-03-29,0,0,night,long,none,many,low,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1774828800000,Monday,1,post,أجواء دافئة... وراحة تشعرون بها من اللحظة الأولى 🌼☀️ في قرية أريحا السياحية، التفاصيل الصغيرة تصنع فرقاً كبيراً. جلسات هادئة، شمس أريحا الدافئة، وضيافة تمنحكم شعوراً حقيقياً بالاسترخاء. تنتظركم لتعيشوا التجربة بأنفسكم. للحجز والاستفسار تواصلوا معنا مباشرة. 📍 أريحا - شارع بيسان 📞 02-2321255 📱 +972526573603,352,0,6,11.0,0,832,Arabic,True,True,True,False,False,True,0,0,0,11.0,0.0001506849,0.0001506849,0.0,0.0113972603,0.0132211538,2026-03-30/2026-04-05,0,0,night,long,none,many,low,large,0,0,0
Jericho Resort Village - قرية أريحا السياحية,Cafes/Restaurants,73000,1775260800000,Saturday,1,post,✨ عرض الغرفة الزوجية لنهاية الأسبوع (شهر أبريل) ✨ استمتعوا بأجواء الهدوء والسكينة التي تستحقونها 📍 أريحا - شارع بيسان ☎️ 02-2321255 📞 +972 525 673 603 🌐 www.jerichoresorts.com,200,0,6,17.0,11,19299,Arabic,True,True,True,False,False,True,0,0,0,28.0,0.0003835616,0.00023287670000000002,0.0001506849,0.26436986300000004,0.0014508524,2026-03-30/2026-04-05,0,0,night,long,none,many,low,large,0,0,1
Abu shukri restaurant-مطعم حمص ابو شكري,Cafes/Restaurants,2900,1590278400000,Sunday,1,post,أسرة مطعم ابو شكري تهنئكم بمناسبة حلول عيد الفطر السعيد أعاده الله علينا وعليكم باليمن والبركات. تقبل الله الطاعات. نستقبلكم إن شاء الله يوم الأربعاء من الساعة ٨ صباحاً حتى الساعة ٤ عصراً. كل عام وأنتم بخير,221,0,0,47.0,16,29755,Arabic,False,False,False,True,False,False,0,0,0,63.0,0.0217241379,0.0162068966,0.0055172414,10.2603448276,0.0021172912,2020-05-18/2020-05-24,0,0,night,long,none,none,high,small,1,1,1
Abu shukri restaurant-مطعم حمص ابو شكري,Cafes/Restaurants,2900,1651968000000,Sunday,1,post,زبائن مطعم أبو شكري الكرام ابتداءً من غدا الاثنين سوف تكون العطلة الأسبوعية للمطعم يوم الاثنين Monday is our day off,119,0,0,65.0,25,45854,Mixed,False,False,False,False,False,False,0,0,0,90.0,0.031034482800000002,0.0224137931,0.0086206897,15.8117241379,0.0019627513,2022-05-02/2022-05-08,0,0,night,medium,none,none,high,small,1,1,1
Abu shukri restaurant-مطعم حمص ابو شكري,Cafes/Restaurants,2900,1663113600000,Wednesday,1,post,"إعلان للعموم ""خلي الطعم والنكهة تحكم"" يعلن مطعم ابو شكري الغني عن التعريف بفرعيه شارع الواد وبيت حنينا انه ليس له فروع أخرى، وإن ما يقوم به البعض من محاولة استغلال اسم ابو شكري والذي هو علامة تجارية مسجلة و/أو اسم مشابه له أو قريب منه هو أمر غير قانوني. وإننا على ثقة أن زبائننا المحترمين يميزون نكهة وطعم وجودة مأكولات مطعم ابو شكري. راجين أن نبقى عند حسن ظنكم",395,0,0,58.0,4,10936,Arabic,False,False,True,False,False,False,0,0,0,62.0,0.0213793103,0.02,0.0013793103,3.7710344828,0.0056693489,2022-09-12/2022-09-18,0,0,night,long,none,none,high,small,1,1,1
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1679011200000,Friday,1,reel,إدارة وطاقم فيينا جاهزين لكل مناسباتكم وطلباتكم 🤍,48,0,1,27.0,2,1429,Arabic,False,True,False,False,False,True,0,0,0,29.0,0.0171496156,0.0159668835,0.0011827321,0.8450620934,0.0202939118,2023-03-13/2023-03-19,0,1,night,short,none,few,high,small,1,1,1
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1678838400000,Wednesday,1,reel,Mohito Sprite 🍹😊 Vienna Restaurant 🤍👨‍🍳,37,0,4,8.0,1,585,English,False,True,False,False,False,False,0,0,0,9.0,0.005322294500000001,0.0047309284,0.0005913661,0.34594914250000003,0.015384615400000001,2023-03-13/2023-03-19,0,1,night,short,none,many,high,small,1,0,1
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1678752000000,Tuesday,1,reel,Vienna Restaurant 🤍👨‍🍳,20,0,2,7.0,1,680,English,False,True,False,False,False,False,0,0,0,8.0,0.0047309284,0.0041395624,0.0005913661,0.40212891780000004,0.0117647059,2023-03-13/2023-03-19,0,1,night,short,none,few,medium,small,0,0,1
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1676937600000,Tuesday,1,reel,الفطور بفيينا غير 🥰 زورونا من بكرة السبت راح يكون أول فطور بالقدس بوفيه فطور فلسطيني بامتياز 😍,98,0,2,32.0,2,1479,Arabic,True,True,True,False,True,True,0,0,0,34.0,0.020106445900000002,0.018923713800000002,0.0011827321,0.8746303962,0.022988505700000002,2023-02-20/2023-02-26,0,1,night,medium,none,few,high,small,1,1,1
Vienna Restaurant & Cafe,Cafes/Restaurants,1691,1599091200000,Thursday,1,reel,Vienna Restaurant Cafe_,23,0,0,17.5,0,279,English,False,True,False,False,False,False,0,0,0,17.5,0.010348906000000001,0.010348906000000001,0.0,0.1649911295,0.0627240143,2020-08-31/2020-09-06,0,1,night,short,none,none,high,small,1,0,0
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1695686400000,Tuesday,1,reel,المذاق الفاخر يتميز به في جميع الأصناف الشرقية و الغربية في مزاج الشرقي. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,217,0,0,315.0,5,16800,Arabic,True,True,True,False,False,True,0,0,0,320.0,0.0140350877,0.0138157895,0.0002192982,0.7368421053,0.019047619000000002,2023-09-25/2023-10-01,0,1,night,long,none,none,high,medium,1,1,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1694649600000,Thursday,1,reel,اكتشف ألذ المشاوي في مزاج الشرقي في #مكس_المشاوي، مع ألذ الشرقي بأنواعه المختلفة و طاجن ورق العنب الفاخر و السلطات الباردة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,286,1,0,146.0,3,6733,Arabic,True,True,True,False,False,True,0,0,0,149.0,0.0065350877,0.0064035088,0.00013157890000000002,0.2953070175,0.0221298084,2023-09-11/2023-09-17,0,1,night,long,few,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1694390400000,Monday,1,reel,الأصناف الفاخرة بتفاصيلها الشرقية تنفرد بها لنصنع لك تجربة خاصة لا مثيل لها. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,229,0,0,254.0,4,10700,Arabic,True,True,True,False,False,True,0,0,0,258.0,0.011315789500000001,0.0111403509,0.0001754386,0.4692982456,0.024112149500000003,2023-09-11/2023-09-17,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1690329600000,Wednesday,1,reel,استمتعوا بلذة الأصناف الغربية من مزاج الشرقي. للحجز والاستفسار التواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,187,0,0,201.0,3,6885,Arabic,True,True,True,False,False,True,0,0,0,204.0,0.0089473684,0.0088157895,0.00013157890000000002,0.30197368420000004,0.029629629600000002,2023-07-24/2023-07-30,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1689811200000,Thursday,1,reel,استمتع بتجربة متميزة مع مزاج الشرقي ونكهاته الشهية والأصناف الشرقية الأصيلة والمتنوعة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: غزة، تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,235,0,0,122.0,2,5456,Arabic,True,True,True,False,False,True,0,0,0,124.0,0.0054385965,0.0053508772000000005,8.77193e-05,0.23929824560000001,0.022727272700000002,2023-07-17/2023-07-23,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1687824000000,Tuesday,1,reel,لمة العيد وأجواء الفرحة أكيد بنكملها معكم في كل اللحظات. بتفاصيل شرقية بتزيد جمال لجمعتكم، كل عام وأنتم بخير بمناسبة #عيد_الأضحى المبارك ✨,153,1,1,1858.0,8,61000,Arabic,False,True,False,True,False,True,0,0,0,1866.0,0.08184210530000001,0.08149122810000001,0.0003508772,2.6754385965000003,0.0305901639,2023-06-26/2023-07-02,0,1,night,long,few,few,high,medium,1,1,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1686787200000,Thursday,1,reel,دع المذاق يتحدث بما تمتاز به من لذة الأصناف الشرقية في مزاج الشرقي. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 2825003 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,213,0,0,224.0,3,7084,Arabic,True,True,True,False,False,True,0,0,0,227.0,0.0099561404,0.009824561400000001,0.00013157890000000002,0.31070175440000003,0.0320440429,2023-06-12/2023-06-18,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1685491200000,Wednesday,1,reel,لا تفوتوا فرصة الاستمتاع بأطباق مزاج الشرقي في منيو الصالة بحلته الجديدة. للحجز والاستفسار للتواصل: 0599420500، 0566000650، 082825003 العنوان: تقاطع شارع النصر مع شارع الثورة - بناية بدري وهبة.,221,0,0,140.0,4,14400,Arabic,True,True,True,False,False,True,0,0,0,144.0,0.0063157895,0.0061403509,0.0001754386,0.6315789474,0.01,2023-05-29/2023-06-04,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1684368000000,Thursday,1,reel,أصناف شرقية وغربية لا مثيل لها تنفرد بها بتفاصيل حصرية في صالة مزاج الشرقي، حيث الجلسات الراقية والمميزة بانتظاركم.,126,0,0,371.0,4,12400,Arabic,False,True,False,False,False,True,0,0,0,375.0,0.016447368400000002,0.0162719298,0.0001754386,0.5438596491000001,0.0302419355,2023-05-15/2023-05-21,0,1,night,medium,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1683158400000,Thursday,1,reel,الإبداع في عالم الأصناف الشرقية و الغربية والتفرد بالتفاصيل الشهية تجتمع فقط في #مزاج_الشرقي. من خلال الإتصال على الأرقام التالية: 0599420500، 0566000650، 2825003 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,251,1,0,209.0,3,6643,Arabic,True,True,True,False,False,True,0,0,0,212.0,0.009298245600000001,0.009166666700000001,0.00013157890000000002,0.2913596491,0.0319132922,2023-05-01/2023-05-07,0,1,night,long,few,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1681516800000,Saturday,1,reel,أصناف شرقية تحمل عبق الحضارات في بوفيه مزاج الشرقي الرمضاني. لتصفح منيو مزاج الشرقي الرمضاني من خلال الرابط: https://online.pubhtml5.com/pyrhz/nhow/#p=4 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,234,0,0,516.0,4,12800,Arabic,True,True,True,True,False,True,0,0,0,520.0,0.022807017500000002,0.0226315789,0.0001754386,0.5614035088,0.040625,2023-04-10/2023-04-16,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1680566400000,Tuesday,1,reel,بانتظاركم يومياً في #بوفيه_إفطار #مزاج_الشرقي الرمضاني. أصناف شرقية من حول العالم. نستقبل حجوزاتكم يومياً من الساعة 12 ظهراً. لتصفح منيو مزاج الشرقي الرمضاني من خلال الرابط: https://online.pubhtml5.com/pyrhz/nhow/#p=4 للحجز والاستفسار: 0599420500 أو 0566000650 العنوان: مطعم مزاج - النصر - تقاطع شارع النصر مع شارع الثورة.,361,2,0,576.0,5,15700,Arabic,True,True,True,True,False,True,0,0,0,581.0,0.025482456100000002,0.0252631579,0.0002192982,0.6885964912,0.0370063694,2023-04-03/2023-04-09,0,1,night,long,few,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1679529600000,Thursday,1,reel,انتظرونا بحلتنا الجديدة في الأيام القليلة القادمة. العنوان: غزة، تقاطع شارع النصر مع شارع الثورة، مطعم مزاج الشرقي. أشهر الأصناف الشرقية من حول العالم بانتظاركم، كونوا بالقرب.,178,0,0,229.0,4,10200,Arabic,True,True,True,False,False,True,0,0,0,233.0,0.0102192982,0.0100438596,0.0001754386,0.4473684211,0.0228431373,2023-03-20/2023-03-26,0,1,night,long,none,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1679356800000,Tuesday,1,reel,#مكس_المشاوي - حجم كبير. المحتويات: مشكل مشاوي، دجاجة على الفحم، طاجن ورق عنب، أرز، سلطات باردة. #رمضان #رمضان٢٠٢٣ #مشاوي #مطاعم #كابيتال_مول,160,6,0,125.0,3,6158,Arabic,False,True,False,True,False,True,0,0,0,128.0,0.0056140351,0.005482456100000001,0.00013157890000000002,0.27008771930000003,0.0207859695,2023-03-20/2023-03-26,0,1,night,long,many,none,high,medium,1,0,1
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1678320000000,Thursday,1,reel,#فتة_غزاوية عندما تجتمع الفتة الغزاوية بطعمها الأصيل مع فخدة الجيش المتبلة على طريقة الشرقي الساحرة فلا يوجد للذة كلمات توصف. نستقبل طلباتكم الخارجية Take away غدا الجمعة من الساعة 9:00 صباحا حتى الساعة 3:00 مساء. للحجز والطلب من خلال التواصل على الأرقام التالية: 0566000650 أو 0599420500,310,1,0,224.0,1,747,Mixed,True,True,False,False,False,True,0,0,0,225.0,0.0098684211,0.009824561400000001,4.38596e-05,0.0327631579,0.30120481930000004,2023-03-06/2023-03-12,0,1,night,long,few,none,high,medium,1,0,0
Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,22800,1675296000000,Thursday,1,reel,لذة لا تقاوم، استمتع بما يبدع الشرقي من أشهى الأصناف الشرقية. جاهزين لاستقبال طلباتك الخارجية تيك أوي من السبت الى الخميس من الساعة 10 صباحاً حتى 9 مساء من خلال الاتصال على الأرقام: 0566000650 أو 0599420500 أو من خلال منفذ البيع في #كابيتال_مول، ردهة المطاعم، الطابق 2 يوم الجمعة من الساعة 9:00 صباحاً حتى الساعة 3:00 مساء، فرع النصر.,376,1,0,103.0,2,4278,Arabic,True,True,True,False,False,True,0,0,0,105.0,0.0046052632,0.0045175439000000005,8.77193e-05,0.1876315789,0.024544179500000003,2023-01-30/2023-02-05,0,1,night,long,few,none,medium,medium,0,0,1
